Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	12000	White-cheeked Barbet	whcbar1	0.8583	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	0.0
2	Spectrogram 1	1	3.0	6.0	0	12000	Large-billed Crow	labcro1	0.2404	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	3.0
3	Spectrogram 1	1	6.0	9.0	0	12000	White-cheeked Barbet	whcbar1	0.6670	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	6.0
4	Spectrogram 1	1	9.0	12.0	0	12000	White-cheeked Barbet	whcbar1	0.7574	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	9.0
5	Spectrogram 1	1	9.0	12.0	0	12000	Large-billed Crow	labcro1	0.5947	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	9.0
6	Spectrogram 1	1	15.0	18.0	0	12000	Large-billed Crow	labcro1	0.5565	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	15.0
7	Spectrogram 1	1	15.0	18.0	0	12000	White-cheeked Barbet	whcbar1	0.3693	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	15.0
8	Spectrogram 1	1	18.0	21.0	0	12000	White-cheeked Barbet	whcbar1	0.1648	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	18.0
9	Spectrogram 1	1	21.0	24.0	0	12000	Large-billed Crow	labcro1	0.4662	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	21.0
10	Spectrogram 1	1	21.0	24.0	0	12000	White-cheeked Barbet	whcbar1	0.4395	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	21.0
11	Spectrogram 1	1	24.0	27.0	0	12000	White-cheeked Barbet	whcbar1	0.8887	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	24.0
12	Spectrogram 1	1	27.0	30.0	0	12000	Large-billed Crow	labcro1	0.7731	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	27.0
13	Spectrogram 1	1	27.0	30.0	0	12000	White-cheeked Barbet	whcbar1	0.3741	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	27.0
14	Spectrogram 1	1	30.0	33.0	0	12000	Large-billed Crow	labcro1	0.2816	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	30.0
15	Spectrogram 1	1	30.0	33.0	0	12000	White-cheeked Barbet	whcbar1	0.2089	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	30.0
16	Spectrogram 1	1	33.0	36.0	0	12000	Large-billed Crow	labcro1	0.6234	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	33.0
17	Spectrogram 1	1	33.0	36.0	0	12000	White-cheeked Barbet	whcbar1	0.3776	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	33.0
18	Spectrogram 1	1	36.0	39.0	0	12000	White-cheeked Barbet	whcbar1	0.7858	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	36.0
19	Spectrogram 1	1	39.0	42.0	0	12000	White-cheeked Barbet	whcbar1	0.4470	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260211_084500.wav	39.0
