Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	12000	White-cheeked Barbet	whcbar1	0.9493	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	0.0
2	Spectrogram 1	1	3.0	6.0	0	12000	White-cheeked Barbet	whcbar1	0.7045	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	3.0
3	Spectrogram 1	1	3.0	6.0	0	12000	Large-billed Crow	labcro1	0.1386	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	3.0
4	Spectrogram 1	1	6.0	9.0	0	12000	White-cheeked Barbet	whcbar1	0.6237	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	6.0
5	Spectrogram 1	1	6.0	9.0	0	12000	Large-billed Crow	labcro1	0.1493	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	6.0
6	Spectrogram 1	1	9.0	12.0	0	12000	White-cheeked Barbet	whcbar1	0.9004	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	9.0
7	Spectrogram 1	1	12.0	15.0	0	12000	White-cheeked Barbet	whcbar1	0.7765	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	12.0
8	Spectrogram 1	1	15.0	18.0	0	12000	White-cheeked Barbet	whcbar1	0.5289	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	15.0
9	Spectrogram 1	1	18.0	21.0	0	12000	White-cheeked Barbet	whcbar1	0.9522	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	18.0
10	Spectrogram 1	1	21.0	24.0	0	12000	White-cheeked Barbet	whcbar1	0.9239	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260208_161500.wav	21.0
