Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	12000	Indian White-eye	indwhe1	0.3355	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	0.0
2	Spectrogram 1	1	0.0	3.0	0	12000	Large-billed Crow	labcro1	0.3019	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	0.0
3	Spectrogram 1	1	3.0	6.0	0	12000	Indian White-eye	indwhe1	0.8112	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	3.0
4	Spectrogram 1	1	3.0	6.0	0	12000	Large-billed Crow	labcro1	0.1444	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	3.0
5	Spectrogram 1	1	6.0	9.0	0	12000	Gray Junglefowl	grejun2	0.1687	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	6.0
6	Spectrogram 1	1	6.0	9.0	0	12000	Indian Scimitar-Babbler	insbab1	0.1554	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	6.0
7	Spectrogram 1	1	12.0	15.0	0	12000	Indian White-eye	indwhe1	0.2193	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	12.0
8	Spectrogram 1	1	15.0	18.0	0	12000	Green Warbler	grnwar1	0.3725	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	15.0
9	Spectrogram 1	1	15.0	18.0	0	12000	Indian White-eye	indwhe1	0.2964	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	15.0
10	Spectrogram 1	1	15.0	18.0	0	12000	Greenish Warbler	grewar3	0.1804	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	15.0
11	Spectrogram 1	1	15.0	18.0	0	12000	Indian Scimitar-Babbler	insbab1	0.1176	F:\Nilgiris_rawdata\B10-01\Data\B10-01_20260124_164500.wav	15.0
