Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	3.0	6.0	0	12000	Gray Junglefowl	grejun2	0.2588	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	3.0
2	Spectrogram 1	1	3.0	6.0	0	12000	White-cheeked Barbet	whcbar1	0.1611	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	3.0
3	Spectrogram 1	1	6.0	9.0	0	12000	Orange-headed Thrush	orhthr1	0.2036	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	6.0
4	Spectrogram 1	1	6.0	9.0	0	12000	Asian Brown Flycatcher	asbfly	0.1627	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	6.0
5	Spectrogram 1	1	6.0	9.0	0	12000	Tickell's Blue Flycatcher	tibfly3	0.1105	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	6.0
6	Spectrogram 1	1	9.0	12.0	0	12000	Gray Junglefowl	grejun2	0.9895	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	9.0
7	Spectrogram 1	1	9.0	12.0	0	12000	White-cheeked Barbet	whcbar1	0.1065	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	9.0
8	Spectrogram 1	1	12.0	15.0	0	12000	White-cheeked Barbet	whcbar1	0.5311	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	12.0
9	Spectrogram 1	1	12.0	15.0	0	12000	Orange-headed Thrush	orhthr1	0.2263	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	12.0
10	Spectrogram 1	1	15.0	18.0	0	12000	White-cheeked Barbet	whcbar1	0.1608	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	15.0
11	Spectrogram 1	1	18.0	21.0	0	12000	Orange-headed Thrush	orhthr1	0.1560	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260215_074500.wav	18.0
