Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	3.0	6.0	0	12000	Green Warbler	grnwar1	0.6390	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	3.0
2	Spectrogram 1	1	6.0	9.0	0	12000	Green Warbler	grnwar1	0.4023	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	6.0
3	Spectrogram 1	1	6.0	9.0	0	12000	Greenish Warbler	grewar3	0.2006	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	6.0
4	Spectrogram 1	1	9.0	12.0	0	12000	Green Warbler	grnwar1	0.7081	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	9.0
5	Spectrogram 1	1	9.0	12.0	0	12000	Greenish Warbler	grewar3	0.1275	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	9.0
6	Spectrogram 1	1	12.0	15.0	0	12000	Greenish Warbler	grewar3	0.5102	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	12.0
7	Spectrogram 1	1	12.0	15.0	0	12000	Green Warbler	grnwar1	0.4657	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	12.0
8	Spectrogram 1	1	15.0	18.0	0	12000	Green Warbler	grnwar1	0.2956	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	15.0
9	Spectrogram 1	1	15.0	18.0	0	12000	Greenish Warbler	grewar3	0.1434	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	15.0
10	Spectrogram 1	1	18.0	21.0	0	12000	Green Warbler	grnwar1	0.3356	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	18.0
11	Spectrogram 1	1	18.0	21.0	0	12000	Greenish Warbler	grewar3	0.2036	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	18.0
12	Spectrogram 1	1	24.0	27.0	0	12000	Green Warbler	grnwar1	0.2335	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	24.0
13	Spectrogram 1	1	27.0	30.0	0	12000	Green Warbler	grnwar1	0.1294	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260212_163000.wav	27.0
