Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	24.0	27.0	0	12000	Red-whiskered Bulbul	rewbul	0.2740	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	24.0
2	Spectrogram 1	1	42.0	45.0	0	12000	Tickell's Blue Flycatcher	tibfly3	0.1466	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	42.0
3	Spectrogram 1	1	144.0	147.0	0	12000	Large-billed Crow	labcro1	0.1015	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	144.0
4	Spectrogram 1	1	147.0	150.0	0	12000	Large-billed Crow	labcro1	0.2236	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	147.0
5	Spectrogram 1	1	150.0	153.0	0	12000	Large-billed Crow	labcro1	0.1257	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	150.0
6	Spectrogram 1	1	153.0	156.0	0	12000	Large-billed Crow	labcro1	0.1988	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	153.0
7	Spectrogram 1	1	153.0	156.0	0	12000	Green Warbler	grnwar1	0.1054	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	153.0
8	Spectrogram 1	1	159.0	162.0	0	12000	Green Warbler	grnwar1	0.1031	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	159.0
9	Spectrogram 1	1	162.0	165.0	0	12000	Large-billed Crow	labcro1	0.1690	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	162.0
10	Spectrogram 1	1	165.0	168.0	0	12000	Large-billed Crow	labcro1	0.1170	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	165.0
11	Spectrogram 1	1	174.0	177.0	0	12000	Greenish Warbler	grewar3	0.1284	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	174.0
12	Spectrogram 1	1	177.0	180.0	0	12000	Large-billed Crow	labcro1	0.1712	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	177.0
13	Spectrogram 1	1	186.0	189.0	0	12000	Greenish Warbler	grewar3	0.4916	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	186.0
14	Spectrogram 1	1	186.0	189.0	0	12000	Green Warbler	grnwar1	0.1278	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	186.0
15	Spectrogram 1	1	189.0	192.0	0	12000	Greenish Warbler	grewar3	0.3677	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	189.0
16	Spectrogram 1	1	189.0	192.0	0	12000	Indian Scimitar-Babbler	insbab1	0.1368	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	189.0
17	Spectrogram 1	1	192.0	195.0	0	12000	Greenish Warbler	grewar3	0.7319	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	192.0
18	Spectrogram 1	1	192.0	195.0	0	12000	Green Warbler	grnwar1	0.1618	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	192.0
19	Spectrogram 1	1	195.0	198.0	0	12000	Large-billed Crow	labcro1	0.4789	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	195.0
20	Spectrogram 1	1	198.0	201.0	0	12000	Large-billed Crow	labcro1	0.2097	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	198.0
21	Spectrogram 1	1	204.0	207.0	0	12000	Large-billed Crow	labcro1	0.1690	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	204.0
22	Spectrogram 1	1	207.0	210.0	0	12000	Large-billed Crow	labcro1	0.1665	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	207.0
23	Spectrogram 1	1	216.0	219.0	0	12000	Large-billed Crow	labcro1	0.3803	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	216.0
24	Spectrogram 1	1	219.0	222.0	0	12000	Large-billed Crow	labcro1	0.1821	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	219.0
25	Spectrogram 1	1	222.0	225.0	0	12000	Tickell's Blue Flycatcher	tibfly3	0.1052	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	222.0
26	Spectrogram 1	1	222.0	225.0	0	12000	Green Warbler	grnwar1	0.1021	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	222.0
27	Spectrogram 1	1	231.0	234.0	0	12000	Large-billed Crow	labcro1	0.1679	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	231.0
28	Spectrogram 1	1	234.0	237.0	0	12000	Large-billed Crow	labcro1	0.2161	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	234.0
29	Spectrogram 1	1	240.0	243.0	0	12000	Large-billed Crow	labcro1	0.6652	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	240.0
30	Spectrogram 1	1	243.0	246.0	0	12000	Large-billed Crow	labcro1	0.1727	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	243.0
31	Spectrogram 1	1	246.0	249.0	0	12000	Large-billed Crow	labcro1	0.2647	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	246.0
32	Spectrogram 1	1	249.0	252.0	0	12000	Large-billed Crow	labcro1	0.4663	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	249.0
33	Spectrogram 1	1	252.0	255.0	0	12000	Large-billed Crow	labcro1	0.5719	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	252.0
34	Spectrogram 1	1	255.0	258.0	0	12000	Large-billed Crow	labcro1	0.1648	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	255.0
35	Spectrogram 1	1	258.0	261.0	0	12000	Large-billed Crow	labcro1	0.4084	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	258.0
36	Spectrogram 1	1	270.0	273.0	0	12000	Large-billed Crow	labcro1	0.3685	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	270.0
37	Spectrogram 1	1	273.0	276.0	0	12000	Large-billed Crow	labcro1	0.1232	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	273.0
38	Spectrogram 1	1	276.0	279.0	0	12000	Large-billed Crow	labcro1	0.1341	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	276.0
39	Spectrogram 1	1	282.0	285.0	0	12000	Large-billed Crow	labcro1	0.6476	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	282.0
40	Spectrogram 1	1	285.0	288.0	0	12000	Large-billed Crow	labcro1	0.5981	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	285.0
41	Spectrogram 1	1	288.0	291.0	0	12000	Large-billed Crow	labcro1	0.2540	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260131_164500.wav	288.0
