Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	9.0	12.0	0	12000	Gray Junglefowl	grejun2	0.9889	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	9.0
2	Spectrogram 1	1	24.0	27.0	0	12000	Gray Junglefowl	grejun2	0.9657	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	24.0
3	Spectrogram 1	1	36.0	39.0	0	12000	Gray Junglefowl	grejun2	0.9735	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	36.0
4	Spectrogram 1	1	45.0	48.0	0	12000	Indian Scimitar-Babbler	insbab1	0.8000	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	45.0
5	Spectrogram 1	1	48.0	51.0	0	12000	Indian Scimitar-Babbler	insbab1	0.8091	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	48.0
6	Spectrogram 1	1	48.0	51.0	0	12000	Gray Junglefowl	grejun2	0.4815	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	48.0
7	Spectrogram 1	1	63.0	66.0	0	12000	Gray Junglefowl	grejun2	0.7741	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	63.0
8	Spectrogram 1	1	63.0	66.0	0	12000	Indian Scimitar-Babbler	insbab1	0.1363	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	63.0
9	Spectrogram 1	1	72.0	75.0	0	12000	Indian Scimitar-Babbler	insbab1	0.7429	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	72.0
10	Spectrogram 1	1	75.0	78.0	0	12000	Gray Junglefowl	grejun2	0.8393	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	75.0
11	Spectrogram 1	1	78.0	81.0	0	12000	Gray Junglefowl	grejun2	0.8652	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	78.0
12	Spectrogram 1	1	78.0	81.0	0	12000	Indian Scimitar-Babbler	insbab1	0.1018	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	78.0
13	Spectrogram 1	1	81.0	84.0	0	12000	Indian Scimitar-Babbler	insbab1	0.3999	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	81.0
14	Spectrogram 1	1	87.0	90.0	0	12000	Gray Junglefowl	grejun2	0.8514	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	87.0
15	Spectrogram 1	1	90.0	93.0	0	12000	Gray Junglefowl	grejun2	0.9871	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	90.0
16	Spectrogram 1	1	93.0	96.0	0	12000	Indian Scimitar-Babbler	insbab1	0.1426	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	93.0
17	Spectrogram 1	1	105.0	108.0	0	12000	Indian Scimitar-Babbler	insbab1	0.8383	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	105.0
18	Spectrogram 1	1	108.0	111.0	0	12000	Gray Junglefowl	grejun2	0.6532	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	108.0
19	Spectrogram 1	1	120.0	123.0	0	12000	Gray Junglefowl	grejun2	0.9848	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	120.0
20	Spectrogram 1	1	135.0	138.0	0	12000	Gray Junglefowl	grejun2	0.9887	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	135.0
21	Spectrogram 1	1	138.0	141.0	0	12000	Indian Scimitar-Babbler	insbab1	0.5113	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	138.0
22	Spectrogram 1	1	144.0	147.0	0	12000	Indian Scimitar-Babbler	insbab1	0.2543	F:\Nilgiris_rawdata\A11-01\Data\A11-01_20260125_070000.wav	144.0
