Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	15000	Greenish Warbler	grewar3	0.5308	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	0.0
2	Spectrogram 1	1	0.0	3.0	0	15000	Green Warbler	grnwar1	0.2983	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	0.0
3	Spectrogram 1	1	3.0	6.0	0	15000	Greenish Warbler	grewar3	0.5345	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	3.0
4	Spectrogram 1	1	3.0	6.0	0	15000	Green Warbler	grnwar1	0.1143	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	3.0
5	Spectrogram 1	1	6.0	9.0	0	15000	Greenish Warbler	grewar3	0.7875	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	6.0
6	Spectrogram 1	1	6.0	9.0	0	15000	Green Warbler	grnwar1	0.2571	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	6.0
7	Spectrogram 1	1	9.0	12.0	0	15000	Greenish Warbler	grewar3	0.6803	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	9.0
8	Spectrogram 1	1	9.0	12.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1449	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	9.0
9	Spectrogram 1	1	12.0	15.0	0	15000	Greenish Warbler	grewar3	0.5284	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	12.0
10	Spectrogram 1	1	12.0	15.0	0	15000	Green Warbler	grnwar1	0.2256	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	12.0
11	Spectrogram 1	1	12.0	15.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1249	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	12.0
12	Spectrogram 1	1	15.0	18.0	0	15000	Greenish Warbler	grewar3	0.6857	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	15.0
13	Spectrogram 1	1	15.0	18.0	0	15000	Green Warbler	grnwar1	0.2412	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	15.0
14	Spectrogram 1	1	18.0	21.0	0	15000	Green Warbler	grnwar1	0.5381	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	18.0
15	Spectrogram 1	1	18.0	21.0	0	15000	Greenish Warbler	grewar3	0.5098	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260214_180002.wav	18.0
