Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	78.0	81.0	0	15000	Greater Flameback	grefla1	0.1440	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	78.0
2	Spectrogram 1	1	330.0	333.0	0	15000	White-cheeked Barbet	whcbar1	0.1524	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	330.0
3	Spectrogram 1	1	333.0	336.0	0	15000	White-cheeked Barbet	whcbar1	0.4158	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	333.0
4	Spectrogram 1	1	336.0	339.0	0	15000	White-cheeked Barbet	whcbar1	0.1954	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	336.0
5	Spectrogram 1	1	339.0	342.0	0	15000	White-cheeked Barbet	whcbar1	0.1288	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	339.0
6	Spectrogram 1	1	351.0	354.0	0	15000	White-cheeked Barbet	whcbar1	0.1310	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	351.0
7	Spectrogram 1	1	372.0	375.0	0	15000	White-cheeked Barbet	whcbar1	0.1229	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	372.0
8	Spectrogram 1	1	378.0	381.0	0	15000	White-cheeked Barbet	whcbar1	0.2535	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	378.0
9	Spectrogram 1	1	381.0	384.0	0	15000	White-cheeked Barbet	whcbar1	0.4512	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	381.0
10	Spectrogram 1	1	384.0	387.0	0	15000	White-cheeked Barbet	whcbar1	0.1547	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	384.0
11	Spectrogram 1	1	387.0	390.0	0	15000	White-cheeked Barbet	whcbar1	0.2896	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	387.0
12	Spectrogram 1	1	387.0	390.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1001	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	387.0
13	Spectrogram 1	1	390.0	393.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2069	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	390.0
14	Spectrogram 1	1	393.0	396.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2756	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	393.0
15	Spectrogram 1	1	402.0	405.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1210	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	402.0
16	Spectrogram 1	1	402.0	405.0	0	15000	Puff-throated Babbler	putbab1	0.1203	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	402.0
17	Spectrogram 1	1	405.0	408.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1220	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	405.0
18	Spectrogram 1	1	408.0	411.0	0	15000	White-cheeked Barbet	whcbar1	0.6342	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	408.0
19	Spectrogram 1	1	411.0	414.0	0	15000	White-cheeked Barbet	whcbar1	0.5406	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	411.0
20	Spectrogram 1	1	414.0	417.0	0	15000	White-cheeked Barbet	whcbar1	0.5897	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	414.0
21	Spectrogram 1	1	417.0	420.0	0	15000	Indian Scimitar-Babbler	insbab1	0.2913	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	417.0
22	Spectrogram 1	1	420.0	423.0	0	15000	Indian Scimitar-Babbler	insbab1	0.8010	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	420.0
23	Spectrogram 1	1	642.0	645.0	0	15000	Yellow-browed Bulbul	yebbul3	0.1007	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	642.0
24	Spectrogram 1	1	645.0	648.0	0	15000	Yellow-browed Bulbul	yebbul3	0.2146	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	645.0
25	Spectrogram 1	1	648.0	651.0	0	15000	Yellow-browed Bulbul	yebbul3	0.3217	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260124_180002.wav	648.0
