Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	15000	Green Warbler	grnwar1	0.3577	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	0.0
2	Spectrogram 1	1	0.0	3.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2264	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	0.0
3	Spectrogram 1	1	3.0	6.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2175	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	3.0
4	Spectrogram 1	1	3.0	6.0	0	15000	Green Warbler	grnwar1	0.1961	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	3.0
5	Spectrogram 1	1	3.0	6.0	0	15000	Southern Hill Myna	sohmyn1	0.1545	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	3.0
6	Spectrogram 1	1	3.0	6.0	0	15000	Greenish Warbler	grewar3	0.1178	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	3.0
7	Spectrogram 1	1	3.0	6.0	0	15000	White-cheeked Barbet	whcbar1	0.1051	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	3.0
8	Spectrogram 1	1	6.0	9.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2917	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	6.0
9	Spectrogram 1	1	6.0	9.0	0	15000	Green Warbler	grnwar1	0.1653	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	6.0
10	Spectrogram 1	1	9.0	12.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.3639	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	9.0
11	Spectrogram 1	1	9.0	12.0	0	15000	Green Warbler	grnwar1	0.1850	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	9.0
12	Spectrogram 1	1	9.0	12.0	0	15000	Flame-throated Bulbul	bkcbul1	0.1341	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	9.0
13	Spectrogram 1	1	9.0	12.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1068	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	9.0
14	Spectrogram 1	1	15.0	18.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.2345	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	15.0
15	Spectrogram 1	1	15.0	18.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1368	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	15.0
16	Spectrogram 1	1	21.0	24.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1914	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	21.0
17	Spectrogram 1	1	21.0	24.0	0	15000	White-cheeked Barbet	whcbar1	0.1254	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	21.0
18	Spectrogram 1	1	21.0	24.0	0	15000	Green Warbler	grnwar1	0.1090	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	21.0
19	Spectrogram 1	1	24.0	27.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.3717	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	24.0
20	Spectrogram 1	1	24.0	27.0	0	15000	Green Warbler	grnwar1	0.1772	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	24.0
21	Spectrogram 1	1	27.0	30.0	0	15000	White-cheeked Barbet	whcbar1	0.3468	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	27.0
22	Spectrogram 1	1	30.0	33.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1262	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	30.0
23	Spectrogram 1	1	33.0	36.0	0	15000	White-cheeked Barbet	whcbar1	0.1839	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	33.0
24	Spectrogram 1	1	39.0	42.0	0	15000	White-cheeked Barbet	whcbar1	0.3315	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	39.0
25	Spectrogram 1	1	39.0	42.0	0	15000	Green Warbler	grnwar1	0.1063	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	39.0
26	Spectrogram 1	1	45.0	48.0	0	15000	White-cheeked Barbet	whcbar1	0.3613	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	45.0
27	Spectrogram 1	1	48.0	51.0	0	15000	White-cheeked Barbet	whcbar1	0.2755	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	48.0
28	Spectrogram 1	1	54.0	57.0	0	15000	White-cheeked Barbet	whcbar1	0.7892	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	54.0
29	Spectrogram 1	1	57.0	60.0	0	15000	White-cheeked Barbet	whcbar1	0.5070	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	57.0
30	Spectrogram 1	1	57.0	60.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1424	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	57.0
31	Spectrogram 1	1	60.0	63.0	0	15000	White-cheeked Barbet	whcbar1	0.5341	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	60.0
32	Spectrogram 1	1	63.0	66.0	0	15000	White-cheeked Barbet	whcbar1	0.1045	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	63.0
33	Spectrogram 1	1	66.0	69.0	0	15000	White-cheeked Barbet	whcbar1	0.1619	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	66.0
34	Spectrogram 1	1	69.0	72.0	0	15000	White-cheeked Barbet	whcbar1	0.2446	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	69.0
35	Spectrogram 1	1	72.0	75.0	0	15000	White-cheeked Barbet	whcbar1	0.3172	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	72.0
36	Spectrogram 1	1	72.0	75.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1043	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	72.0
37	Spectrogram 1	1	75.0	78.0	0	15000	Greenish Warbler	grewar3	0.3469	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	75.0
38	Spectrogram 1	1	75.0	78.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1318	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	75.0
39	Spectrogram 1	1	78.0	81.0	0	15000	Greenish Warbler	grewar3	0.2878	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	78.0
40	Spectrogram 1	1	78.0	81.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1004	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	78.0
41	Spectrogram 1	1	81.0	84.0	0	15000	Greenish Warbler	grewar3	0.6519	F:\Nilgiris_rawdata\A11-02\Data\A11-02_20260211_170002.wav	81.0
