Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	3.0	6.0	0	15000	White-cheeked Barbet	whcbar1	0.1634	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	3.0
2	Spectrogram 1	1	18.0	21.0	0	15000	White-cheeked Barbet	whcbar1	0.2270	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	18.0
3	Spectrogram 1	1	21.0	24.0	0	15000	White-cheeked Barbet	whcbar1	0.1953	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	21.0
4	Spectrogram 1	1	24.0	27.0	0	15000	White-cheeked Barbet	whcbar1	0.2446	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	24.0
5	Spectrogram 1	1	27.0	30.0	0	15000	White-cheeked Barbet	whcbar1	0.2894	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	27.0
6	Spectrogram 1	1	30.0	33.0	0	15000	White-cheeked Barbet	whcbar1	0.4594	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	30.0
7	Spectrogram 1	1	33.0	36.0	0	15000	White-cheeked Barbet	whcbar1	0.7045	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	33.0
8	Spectrogram 1	1	36.0	39.0	0	15000	White-cheeked Barbet	whcbar1	0.2221	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	36.0
9	Spectrogram 1	1	39.0	42.0	0	15000	White-cheeked Barbet	whcbar1	0.1284	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	39.0
10	Spectrogram 1	1	63.0	66.0	0	15000	White-cheeked Barbet	whcbar1	0.4097	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	63.0
11	Spectrogram 1	1	66.0	69.0	0	15000	White-cheeked Barbet	whcbar1	0.6903	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	66.0
12	Spectrogram 1	1	72.0	75.0	0	15000	White-cheeked Barbet	whcbar1	0.3051	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	72.0
13	Spectrogram 1	1	75.0	78.0	0	15000	White-cheeked Barbet	whcbar1	0.4114	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	75.0
14	Spectrogram 1	1	102.0	105.0	0	15000	Indian White-eye	indwhe1	0.2383	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	102.0
15	Spectrogram 1	1	117.0	120.0	0	15000	Indian White-eye	indwhe1	0.1362	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	117.0
16	Spectrogram 1	1	126.0	129.0	0	15000	White-cheeked Barbet	whcbar1	0.1757	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	126.0
17	Spectrogram 1	1	129.0	132.0	0	15000	White-cheeked Barbet	whcbar1	0.2339	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	129.0
18	Spectrogram 1	1	132.0	135.0	0	15000	White-cheeked Barbet	whcbar1	0.4443	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	132.0
19	Spectrogram 1	1	135.0	138.0	0	15000	White-cheeked Barbet	whcbar1	0.7591	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	135.0
20	Spectrogram 1	1	138.0	141.0	0	15000	White-cheeked Barbet	whcbar1	0.4919	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260203_180002.wav	138.0
