Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	48.0	51.0	0	15000	Indian White-eye	indwhe1	0.1385	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	48.0
2	Spectrogram 1	1	63.0	66.0	0	15000	Indian White-eye	indwhe1	0.1661	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	63.0
3	Spectrogram 1	1	78.0	81.0	0	15000	Greenish Warbler	grewar3	0.2752	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	78.0
4	Spectrogram 1	1	90.0	93.0	0	15000	Indian White-eye	indwhe1	0.1630	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	90.0
5	Spectrogram 1	1	114.0	117.0	0	15000	Greenish Warbler	grewar3	0.2545	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	114.0
6	Spectrogram 1	1	114.0	117.0	0	15000	Green Warbler	grnwar1	0.1344	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	114.0
7	Spectrogram 1	1	114.0	117.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1154	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	114.0
8	Spectrogram 1	1	123.0	126.0	0	15000	Indian White-eye	indwhe1	0.2302	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	123.0
9	Spectrogram 1	1	126.0	129.0	0	15000	Greenish Warbler	grewar3	0.2485	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	126.0
10	Spectrogram 1	1	144.0	147.0	0	15000	Greenish Warbler	grewar3	0.2335	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	144.0
11	Spectrogram 1	1	144.0	147.0	0	15000	Green Warbler	grnwar1	0.1800	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	144.0
12	Spectrogram 1	1	195.0	198.0	0	15000	Green Warbler	grnwar1	0.2876	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	195.0
13	Spectrogram 1	1	195.0	198.0	0	15000	Greenish Warbler	grewar3	0.1173	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	195.0
14	Spectrogram 1	1	198.0	201.0	0	15000	Greenish Warbler	grewar3	0.2004	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	198.0
15	Spectrogram 1	1	249.0	252.0	0	15000	Green Warbler	grnwar1	0.1175	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260125_170002.wav	249.0
