Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Common Name	Species Code	Confidence	Begin Path	File Offset (s)
1	Spectrogram 1	1	0.0	3.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1464	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	0.0
2	Spectrogram 1	1	0.0	3.0	0	15000	Indian White-eye	indwhe1	0.1023	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	0.0
3	Spectrogram 1	1	3.0	6.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1624	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	3.0
4	Spectrogram 1	1	3.0	6.0	0	15000	Indian Scimitar-Babbler	insbab1	0.1366	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	3.0
5	Spectrogram 1	1	6.0	9.0	0	15000	Indian White-eye	indwhe1	0.1283	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	6.0
6	Spectrogram 1	1	9.0	12.0	0	15000	Indian White-eye	indwhe1	0.1601	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	9.0
7	Spectrogram 1	1	12.0	15.0	0	15000	White-cheeked Barbet	whcbar1	0.1055	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	12.0
8	Spectrogram 1	1	21.0	24.0	0	15000	White-cheeked Barbet	whcbar1	0.1259	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	21.0
9	Spectrogram 1	1	21.0	24.0	0	15000	Indian White-eye	indwhe1	0.1178	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	21.0
10	Spectrogram 1	1	24.0	27.0	0	15000	Indian White-eye	indwhe1	0.1620	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	24.0
11	Spectrogram 1	1	27.0	30.0	0	15000	Indian White-eye	indwhe1	0.6511	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	27.0
12	Spectrogram 1	1	30.0	33.0	0	15000	Indian White-eye	indwhe1	0.1559	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	30.0
13	Spectrogram 1	1	33.0	36.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1577	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	33.0
14	Spectrogram 1	1	36.0	39.0	0	15000	Indian White-eye	indwhe1	0.1640	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	36.0
15	Spectrogram 1	1	54.0	57.0	0	15000	Green Warbler	grnwar1	0.1094	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	54.0
16	Spectrogram 1	1	63.0	66.0	0	15000	Yellow-browed Bulbul	yebbul3	0.1168	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	63.0
17	Spectrogram 1	1	69.0	72.0	0	15000	White-cheeked Barbet	whcbar1	0.1181	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	69.0
18	Spectrogram 1	1	69.0	72.0	0	15000	Green Warbler	grnwar1	0.1175	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	69.0
19	Spectrogram 1	1	69.0	72.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1146	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	69.0
20	Spectrogram 1	1	72.0	75.0	0	15000	Green Warbler	grnwar1	0.1157	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	72.0
21	Spectrogram 1	1	75.0	78.0	0	15000	Green Warbler	grnwar1	0.1752	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	75.0
22	Spectrogram 1	1	75.0	78.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1287	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	75.0
23	Spectrogram 1	1	81.0	84.0	0	15000	White-cheeked Barbet	whcbar1	0.1186	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	81.0
24	Spectrogram 1	1	84.0	87.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.3268	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	84.0
25	Spectrogram 1	1	84.0	87.0	0	15000	Greenish Warbler	grewar3	0.1192	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	84.0
26	Spectrogram 1	1	90.0	93.0	0	15000	Green Warbler	grnwar1	0.2660	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	90.0
27	Spectrogram 1	1	90.0	93.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1062	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	90.0
28	Spectrogram 1	1	93.0	96.0	0	15000	Green Warbler	grnwar1	0.1586	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	93.0
29	Spectrogram 1	1	93.0	96.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1573	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	93.0
30	Spectrogram 1	1	96.0	99.0	0	15000	White-cheeked Barbet	whcbar1	0.1777	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	96.0
31	Spectrogram 1	1	102.0	105.0	0	15000	Indian White-eye	indwhe1	0.4498	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	102.0
32	Spectrogram 1	1	105.0	108.0	0	15000	Green Warbler	grnwar1	0.2038	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	105.0
33	Spectrogram 1	1	105.0	108.0	0	15000	Brown-cheeked Fulvetta	brcful1	0.1920	F:\Nilgiris_rawdata\C09-01\Data\C09-01_20260209_180002.wav	105.0
